CollectabilityID,ProviderID,TimeFrom,TimeTo,Town,Location,Sensortype,IoTDevice,Restrictions,Comment,TopicName,Provider IP,ZTNetworkID
yfij440,GWG,2021-10-29 18:08,2021-07-26 06:12,Derry,Kitchen,LevelSensor,Honor Play4/Pro,None,None,colorfully1equal00fall0,201.215.235.109,73yj6owur5ph8kd8
yfij441,GHC,2021-09-01 12:37,2021-06-20 07:20,Limavady,Livingroom,ParticleSensor,HTC One M9+,None,None,jovially0numerous11pigs0,201.215.235.109,rqsi2p4cpu0vxco4
yfij442,UWS,2021-07-11 17:37,2021-05-31 21:45,Banbridge,Basement,FlawSensor,Sony Xperia XA Ultra,None,None,unnecessarily0remarkable11pies1,192.168.0.108,61lplzylaj3rc6ej
yfij443,EPD,2021-03-25 10:30,2021-04-19 18:03,Armagh,Livingroom,LeakSensor,Huawei Nova 5T,None,None,cleverly0ethereal01field1,201.215.235.109,yemz3zhla9vdq9xx
yfij444,LYC,2021-08-25 01:55,2021-02-14 23:36,Bangor,Diningroom,ElectricalSensor,Oppo R7,None,None,calmly0receptive11property1,201.215.235.109,0ucos3od59yrm896
yfij445,EZY,2022-04-27 12:33,2021-03-23 13:50,Letterkenny,Basement,PhotoelectricSensor,Honor Play4/Pro,None,None,wholly1sleepy11dirt1,201.215.235.109,71h2hettdsze0ap4
yfij446,EZY,2021-07-08 18:27,2021-11-08 22:39,#REF!,Bathroom,ParticleSensor,HTC Evo 4G+,None,None,always0elderly00window0,201.215.235.109,c1l1nl7obwvny90q
yfij447,BCX,2021-04-22 17:31,2021-10-01 16:38,Laytown-Bettystown-Mornington,Bedroom,LeakSensor,Honor X10,None,None,afterwards1unarmed10toothbrush1,#N/A,h5yr9u52kg7c7y8d
yfij448,FRE,2021-12-01 06:09,2021-07-15 01:11,Omagh,Livingroom,FlawSensor,Asus ZenFone Max Shot,None,None,exactly0unwritten00spiders0,201.215.235.109,73yj6owur5ph8kd8
yfij449,GWG,2021-09-09 06:53,2021-02-19 09:53,Newtownards,Bedroom,RadiationSensor,Samsung Galaxy A20/A40,None,None,occasionally0foregoing01horse0,201.215.235.109,cir5k6j7cn5u7yx4
yfij450,PCS,2021-05-06 10:33,2021-12-03 00:07,Castlebar,Bedroom,MotionSensor,HTC Desire 12/12+,None,None,strictly0fantastic10servant1,188.247.201.145,milc8lbibmlyfk66
yfij451,EZY,2021-06-13 09:55,2021-07-01 23:23,Omagh,Backyard,PressureSensor,Nokia C1 Plus,None,None,triumphantly1plastic00wealth0,201.215.235.109,wwc5rq2o0ju197if
yfij452,PXK,2022-04-05 02:07,2021-04-02 16:49,Carlow,Livingroom,LevelSensor,HTC Inspire 4G,None,None,knavishly1sudden00cows0,192.168.0.108,rnmazdpc2ds6ypoj
yfij453,FVC,2022-02-14 09:42,2021-02-28 12:55,Malahide,#REF!,VisionAndImaging Sensor,Asus ZenFone Max Plus M2,None,None,softly0lewd00motion1,201.215.235.109,lx90vfp0fnnxabg4
yfij454,EZY,2021-01-07 23:16,2021-09-28 16:28,Celbridge,Kitchen,RadiationSensor,Sony Xperia 1,None,None,lazily1smoggy11pets0,201.215.235.109,2k02b713l8le1fge
yfij455,ETF,2021-01-14 11:17,2021-04-29 13:16,Carlow,Diningroom,ParticleSensor,HTC Desire SV,None,None,tomorrow1lacking00mouth1,201.215.235.109,yveso0u9t6nczfyz
yfij456,WZP,2021-09-12 22:53,2021-04-20 13:17,Tullamore,GuestRoom,VisionAndImaging Sensor,Huawei Nova 6/5G/SE,None,None,elsewhere0stupid11soup1,192.168.0.108,2qk4fwug7oxoc5f6
yfij457,JNU,2021-12-23 14:41,2021-02-16 20:24,Mullingar,GuestRoom,TemperatureSensor,Honor 3C 4G,None,None,recklessly1heady01bike1,201.215.235.109,4xn1m2vxcu1jet82
yfij458,PKD,2021-05-01 19:36,2021-10-10 13:13,Newbridge,Kitchen,MotionSensor,Huawei Mate X2,None,None,gratefully0elated10collar0,50.109.201.254,61lplzylaj3rc6ej
yfij459,FRE,2021-11-02 05:22,2021-11-21 01:51,Bangor,Diningroom,PhotoelectricSensor,Oppo A93/Reno4 F,None,None,briefly1lively01dock1,201.215.235.109,bq60f6d2c6k5stak
yfij460,LYC,2021-01-27 17:12,2022-04-07 01:38,Waterford,GuestRoom,RadiationSensor,Sony Xperia L4,None,None,reluctantly1abstracted01use0,201.215.235.109,vdd5y58n2ij4zyja
yfij461,LYC,2021-01-25 05:55,2021-09-14 23:09,Celbridge,Bathroom,RadiationSensor,Nubia Z11,None,None,knowingly0legal10reason0,201.215.235.109,j48xbdqutkfi8krz
yfij462,FRE,2021-11-02 02:53,2022-02-28 20:40,Limerick,Kitchen,TemperatureSensor,Huawei Nova 3i/P Smart+,None,None,tremendously1silent01representative1,201.215.235.109,lrv8gh0n8buombcc
yfij463,PCS,2022-04-20 21:22,2021-03-19 00:55,Castlebar,Garage,ProximitySensor,OnePlus 8 Pro,None,None,stealthily0swift00yoke0,188.247.201.145,kj0a1jq8i9xmga68
yfij464,GWG,2022-04-29 11:30,2021-01-18 21:22,Belfast,Livingroom,FlawSensor,Oppo Reno,None,None,weakly1annoying01attraction1,201.215.235.109,cqcho4z61zck6qvl
yfij465,SLZ,2022-03-10 10:17,2021-02-06 10:41,Cork,Kitchen,ElectricalSensor,Huawei IDEOS X5,None,None,also1milky00name0,192.168.0.108,olhnp0uuzkec6y1m
yfij466,EPD,2022-02-15 03:26,2021-03-08 04:33,Lisburn,Basement,ContactSensor,Nexus 5,None,None,wonderfully1innocent11rail0,201.215.235.109,tel62pqk5l2yjfy3
yfij467,WRV,2022-03-14 11:04,2022-02-06 05:09,Cork,Backyard,ProximitySensor,HTC Exodus 1,None,None,fiercely0telling00smash0,192.168.0.108,tojeh43l2jcm86jh
yfij468,WJN,2021-02-16 00:41,2021-09-19 10:02,Enniskillen,Livingroom,LevelSensor,Huawei Nova 7/Pro/SE,None,None,easily1maddening01underwear0,192.168.0.108,0w61o33ulkjmm3oh
yfij469,FLF,2021-10-25 08:52,2022-05-03 08:36,Larne,Kitchen,ProximitySensor,Honor 9C/9S/9A,None,None,twice0purple01invention0,201.215.235.109,g18557oab9ncybmc
yfij470,UWS,2021-06-05 22:03,2021-09-13 12:49,Portadown,Frontyard,LevelSensor,Oppo Find X,None,None,again1waggish10summer0,192.168.0.108,ncehkqabojjqj3y7
yfij471,ETF,2022-06-08 08:15,2021-08-26 13:49,Balbriggan,Bathroom,VisionAndImaging Sensor,Honor 7X,None,None,closely0warm11house0,201.215.235.109,6k8amck971r7415w
yfij472,WJN,2022-01-28 15:44,2022-02-12 20:32,Carrigaline,Kitchen,VisionAndImaging Sensor,Asus ROG Phone 5,None,None,really0present11rat1,192.168.0.108,k8seh1oh00wsfmv5
yfij473,FRE,2021-05-23 13:11,2021-04-10 17:00,Strabane,Basement,PressureSensor,Pixel/XL,None,None,below1barbarous10silk1,201.215.235.109,oaz2cdqcc6833628
yfij474,PXK,2021-12-13 00:44,2021-11-25 20:08,Carrickfergus,Bedroom,ContactSensor,HTC Desire Z,None,None,directly0loutish01attack0,192.168.0.108,77pp7adrvnrqzy59
yfij475,PCS,2022-01-20 05:48,2021-11-19 12:05,Sligo,GuestRoom,PressureSensor,Honor X10,None,None,usually0heartbreaking00fear1,188.247.201.145,yveso0u9t6nczfyz
yfij476,GRM,2022-04-19 19:59,2021-10-19 08:38,Clonmel,Kitchen,TemperatureSensor,HTC Legend,None,None,needily1makeshift00lake1,201.215.235.109,p4jfbt6pnqrrl4z5
yfij477,FRE,2022-03-12 07:28,2021-11-29 02:07,Galway,#REF!,MetalSensor,OnePlus 7 Pro,None,None,basically0colossal01development1,201.215.235.109,2k02b713l8le1fge
yfij478,GWG,2021-11-07 14:52,2022-01-13 07:07,Strabane,Familyroom,TemperatureSensor,Samsung Galaxy A6s,None,None,unethically0damp00level0,201.215.235.109,85omujsnb2bjrec9
yfij479,XCW,2021-06-05 18:32,2021-04-14 13:45,Dundalk,Bedroom,ContactSensor,HTC Desire HD,None,None,loftily1fuzzy01home0,192.168.0.108,lrv8gh0n8buombcc
yfij480,WRV,2022-03-27 03:25,2021-09-22 07:25,Omagh,Basement,ParticleSensor,HTC J,None,None,tightly1ossified10bomb0,192.168.0.108,milc8lbibmlyfk66
yfij481,FLF,2021-06-03 09:08,2021-11-21 11:18,Naas,Familyroom,LevelSensor,Nubia N3,None,None,badly1cheap00health1,201.215.235.109,71h2hettdsze0ap4
yfij482,EZY,2021-04-23 12:15,2021-07-25 17:43,Newtownabbey,Garage,VisionAndImaging Sensor,Oppo Ace2,None,None,devotedly1high01cherry1,201.215.235.109,hwi477v0z35qjt8o
yfij483,PXK,2021-06-21 07:47,2021-06-17 09:10,Bray,Livingroom,LevelSensor,HTC First,None,None,interestingly0absent00teaching1,192.168.0.108,q31fts8pmucz3m1v
yfij484,ETF,2021-04-03 08:41,2022-06-04 14:44,Tullamore,Diningroom,ParticleSensor,HTC Desire 625,None,None,kissingly1tacky10governor1,201.215.235.109,kj0a1jq8i9xmga68
yfij485,GHC,2021-01-08 20:06,2021-10-04 15:10,Killarney,Livingroom,ElectricalSensor,HTC One M9+,None,None,nearly0concerned00stage1,201.215.235.109,milc8lbibmlyfk66
yfij486,MHE,2021-09-08 11:56,2021-04-22 15:17,Navan,Bathroom,LevelSensor,Nextbit Robin,None,None,potentially0cooperative11fowl1,201.215.235.109,2qk4fwug7oxoc5f6
yfij487,PZA,2021-03-10 00:57,2022-01-19 21:15,Leixlip,Bedroom,ParticleSensor,Samsung Galaxy Note 4,None,None,frenetically1vigorous00trail1,192.168.0.108,tw70s3ahow3wkrzz
yfij488,FVC,2022-01-16 08:16,2022-01-10 07:00,Ballymena,Basement,ContactSensor,Nubia Red Magic 3s,None,None,hopefully0splendid01amount1,201.215.235.109,trge3fb3wlkx54fv
yfij489,PCS,2022-03-23 02:06,2021-09-10 10:09,Newry,Bathroom,FlameSensor,HTC Desire 820s,None,None,speedily0long-term11oil0,188.247.201.145,7t2vi1n3xssih0qa
yfij490,UWS,2021-07-05 02:22,2022-02-28 10:59,Bray,Garage,ElectricalSensor,Nokia C2 Tava,None,None,gently0painstaking10secretary0,192.168.0.108,73yj6owur5ph8kd8
yfij491,FVC,2021-10-25 00:55,2021-01-19 16:27,Dungannon,#REF!,ParticleSensor,HTC One X+,None,None,openly1murky11airplane0,201.215.235.109,61lplzylaj3rc6ej
yfij492,HKX,2021-02-19 02:37,2021-11-28 13:04,Balbriggan,GuestRoom,ProximitySensor,Oppo A73 5G,None,None,partially1filthy10thumb0,201.215.235.109,nldvbvgmscstwzgy
yfij493,QAR,2021-04-10 08:49,2022-06-04 10:50,Navan,Backyard,ContactSensor,Oppo Reno5,None,None,obediently1like00earth0,192.168.0.108,azlm1vc3jxvdj59f
yfij494,FLF,2022-01-06 22:51,2022-01-30 16:02,Newry,Kitchen,ProximitySensor,HTC One X10,None,None,knowledgeably0shut00camera0,201.215.235.109,4xn1m2vxcu1jet82
yfij495,JNU,2021-09-24 19:50,2021-11-19 10:19,Newtownards,Frontyard,PositionSensor,Nubia Red Magic,None,None,knottily1careful11trade0,201.215.235.109,oaz2cdqcc6833628
yfij496,GWG,2021-05-05 18:21,2021-05-27 06:24,Limerick,Diningroom,PressureSensor,Huawei Mate 40,None,None,already0jobless11sweater0,201.215.235.109,no6eaf602ryth0k9
yfij497,MCY,2021-09-13 10:18,2022-01-25 15:32,Carlow,GuestRoom,RadiationSensor,Nubia Z7/Max/mini,None,None,abnormally1wrathful01place0,201.215.235.109,1w4p4nvryplyreib
yfij498,BCX,2021-02-12 04:24,2021-12-15 19:48,Malahide,Bedroom,MetalSensor,HTC Butterfly 3,None,None,widely0deep10aftermath1,#N/A,h5yr9u52kg7c7y8d
yfij499,PXK,2021-05-09 01:02,2021-09-01 04:00,Leixlip,Bedroom,ProximitySensor,Pixel 4/XL,None,None,eventually1rambunctious01tub0,192.168.0.108,p4jfbt6pnqrrl4z5
yfij500,JNU,2022-01-14 22:31,2021-07-10 11:44,Derry,Backyard,PhotoelectricSensor,HTC Wildfire R70,None,None,diligently1utter11price1,201.215.235.109,t6kozbztucd51of1
yfij501,MCY,2021-07-30 10:41,2021-09-25 13:03,Derry,Diningroom,FlawSensor,Oppo N1,None,None,joshingly0discreet00grass0,201.215.235.109,tel62pqk5l2yjfy3
yfij502,GWG,2022-03-22 14:55,2021-11-26 00:10,Balbriggan,Bedroom,ContactSensor,Samsung Galaxy A20/A40,None,None,commonly1aromatic10show0,201.215.235.109,s6jcxnfn8ck7uiyz
yfij503,THA,2021-05-28 03:36,2021-11-09 00:52,Banbridge,Basement,RadiationSensor,Samsung Galaxy Xcover 5,None,None,rightfully0mean00hydrant0,192.168.0.108,ee7iao8t9o6ki77e
yfij504,GHC,2021-11-28 15:24,2022-04-20 17:56,Carlow,Garage,MotionSensor,Nokia C2,None,None,punctually1possessive00zephyr1,201.215.235.109,#REF!
yfij505,UFF,2021-02-04 22:16,2022-06-03 15:44,Limerick,Backyard,VisionAndImaging Sensor,Honor X10,None,None,kindly0earsplitting11jellyfish1,192.168.0.108,yveso0u9t6nczfyz
yfij506,GRM,2022-05-22 15:38,2021-07-27 10:03,Limerick,#REF!,FlawSensor,Huawei Ascend P7,None,None,almost0five00toothpaste0,201.215.235.109,2f1q2c5s70pwml55
yfij507,XCW,2021-05-15 15:18,2021-02-07 06:30,Portlaoise,Frontyard,MetalSensor,HTC 10 Lifestyle,None,None,delightfully1angry10eggs1,192.168.0.108,2qk4fwug7oxoc5f6
yfij508,LYC,2022-01-10 06:57,2021-02-27 05:25,Leixlip,Bathroom,PositionSensor,Huawei Ascend P7,None,None,bitterly0nauseating00cakes0,201.215.235.109,ts9neu8jvhvlkmpx
yfij509,LYC,2021-05-03 06:58,2021-09-02 02:07,Waterford,Frontyard,LevelSensor,Nubia My Prague,None,None,normally0obnoxious00flight0,201.215.235.109,s085g6jmp2v3gs14
yfij510,XCW,2021-07-22 09:33,2021-08-16 04:28,Coleraine,#REF!,TemperatureSensor,HTC Evo 3D,None,None,tensely1wonderful11year1,192.168.0.108,s085g6jmp2v3gs14
yfij511,XCW,2021-04-24 01:07,2022-06-08 11:41,Kilkenny,Bathroom,TemperatureSensor,Nubia Z17 miniS,None,None,finally1sour01string1,192.168.0.108,2f1q2c5s70pwml55
yfij512,UFF,2022-05-27 20:15,2021-08-03 22:07,Coleraine,Bedroom,FlawSensor,Samsung Galaxy C9 Pro,None,None,viciously1flashy00art1,192.168.0.108,t6kozbztucd51of1
yfij513,GHC,2021-07-18 22:24,2022-01-05 19:45,Killarney,GuestRoom,RadiationSensor,Oppo R7,None,None,successfully1quiet10sun0,201.215.235.109,lx90vfp0fnnxabg4
yfij514,EZY,2021-09-26 01:38,2021-05-31 06:18,Drogheda,Garage,FlawSensor,Samsung Galaxy S10/e/+,None,None,obnoxiously0trashy11leg0,201.215.235.109,trge3fb3wlkx54fv
yfij515,HKX,2021-09-19 18:45,2021-04-08 22:01,Ashbourne,Diningroom,VisionAndImaging Sensor,Asus ZenFone 4.5 (2014),None,None,innocently0picayune00cover1,201.215.235.109,qjfg1kokj9pqw4gm
yfij516,PZA,2021-11-21 01:22,2021-04-20 06:33,Mallow,Diningroom,PhotoelectricSensor,Samsung Galaxy Note 5,None,None,regularly1cowardly00bag1,192.168.0.108,kwvtcvn07oeqno3a
yfij517,EZY,2022-02-20 04:27,2021-06-05 23:35,Tralee,Familyroom,ContactSensor,Samsung Galaxy Xcover Pro,None,None,angrily1absurd00control0,201.215.235.109,77pp7adrvnrqzy59
yfij518,KTC,2022-01-13 15:29,2022-05-11 11:00,Ennis,Frontyard,VisionAndImaging Sensor,Sony Ericsson Xperia X10,None,None,inquisitively0nice01sisters0,201.215.235.109,71h2hettdsze0ap4
yfij519,PXK,2022-04-28 15:33,2021-01-21 01:35,Derry,Familyroom,LeakSensor,OnePlus X,None,None,owlishly0weak01sail0,192.168.0.108,rhvw654gjo9fkpol
yfij520,GHC,2022-03-20 06:46,2021-04-28 12:45,Cobh,Familyroom,ContactSensor,Samsung Galaxy C5,None,None,adventurously1stimulating10appliance1,201.215.235.109,olhnp0uuzkec6y1m
yfij521,QAR,2021-12-08 23:34,2021-06-22 19:37,Wexford,Kitchen,ParticleSensor,Samsung Galaxy Fold,None,None,enthusiastically1damaging11ladybug1,192.168.0.108,uwijmm66u1c5glkj
yfij522,EZY,2021-07-09 07:47,2022-02-10 02:55,Portlaoise,Diningroom,PressureSensor,Samsung Galaxy A10s,None,None,equally1extra-small10wool0,201.215.235.109,2jtwbnj7sn5f79bp
yfij523,FRE,2021-04-21 00:03,2021-05-25 15:49,Dungannon,GuestRoom,FlawSensor,HTC Desire 530,None,None,frightfully1aquatic11mitten1,201.215.235.109,p7cudq83woujsfif
yfij524,WJN,2022-01-03 21:02,2021-03-11 06:03,#REF!,Backyard,FlameSensor,HTC Butterfly,None,None,longingly0mute01plantation0,192.168.0.108,wmqfhg9thbqblysd
yfij525,FRE,2022-01-24 20:57,2021-04-05 21:26,Arklow,Backyard,ElectricalSensor,HTC U11+/Life,None,None,miserably1sneaky10gate1,201.215.235.109,ee7iao8t9o6ki77e
yfij526,PZA,2021-01-10 23:53,2021-06-21 04:14,Malahide,Backyard,LevelSensor,Oppo A73 5G,None,None,acidly1reflective00pollution0,192.168.0.108,3rfv057vluihv3az
yfij527,PXK,2021-10-30 06:48,2021-12-17 19:28,Banbridge,Basement,FlameSensor,Nokia 3.4,None,None,sharply0mundane00question1,192.168.0.108,wwc5rq2o0ju197if
yfij528,EZY,2021-10-31 03:54,2022-04-06 17:19,Drogheda,Livingroom,LeakSensor,Apple iPhone SE,None,None,mysteriously0malicious10existence0,201.215.235.109,ulglcbmlf0bbhgpb
yfij529,EPD,2022-06-07 13:17,2021-08-25 21:06,Mallow,Familyroom,TemperatureSensor,Oppo Reno5 5G/Pro 5G/Pro+ 5G,None,None,unimpressively0shaky01soap1,201.215.235.109,ppt9jmamgd59gls5
yfij530,GRM,2021-04-13 08:08,2021-04-04 05:43,Malahide,Bedroom,FlameSensor,Oppo Reno4 5G/Pro 5G,None,None,wearily1quirky01friction1,201.215.235.109,n336d0kj387ysry3
yfij531,ETF,2021-12-01 19:24,2021-12-07 10:34,Letterkenny,GuestRoom,LevelSensor,Nokia 5,None,None,mostly1chubby01steel1,201.215.235.109,azlm1vc3jxvdj59f
yfij532,KTC,2022-03-05 06:32,2021-08-06 23:20,Clonmel,Garage,PressureSensor,Honor 8A Pro,None,None,limply1safe00channel0,201.215.235.109,dju81a29lo4lj14u
yfij533,WJN,2021-10-05 08:48,2022-06-06 08:04,Leixlip,Frontyard,FlameSensor,Asus PadFone X mini,None,None,bashfully1hesitant00bead1,192.168.0.108,9qtq727b3kcpvkb4
yfij534,XCW,2022-04-02 06:53,2021-03-18 08:32,Ennis,GuestRoom,ProximitySensor,Sony Xperia L3,None,None,greatly1tidy11books1,192.168.0.108,36of96tx2knsbbsu
yfij535,WZP,2021-06-15 19:21,2021-07-07 16:21,Clonmel,Livingroom,VisionAndImaging Sensor,Nokia 1,None,None,lovingly0clumsy11fold0,192.168.0.108,knmf3vubnsfem4xr
yfij536,UFF,2021-03-04 23:12,2022-03-31 07:49,Swords,GuestRoom,PhotoelectricSensor,Huawei Ascend P2,None,None,yesterday1wise00crayon0,192.168.0.108,qjfg1kokj9pqw4gm
yfij537,PZA,2021-01-08 02:36,2022-02-14 06:39,Ashbourne,Garage,FlameSensor,Pixel 3/XL,None,None,coaxingly1various00brother0,192.168.0.108,msr8qbh88eeuu69g
yfij538,FRE,2021-07-18 08:08,2022-04-29 07:29,Lisburn,Livingroom,RadiationSensor,Honor 9 Lite,None,None,effectively1combative00start1,201.215.235.109,uwijmm66u1c5glkj
yfij539,FLF,2022-04-02 06:04,2021-06-18 08:40,Strabane,Livingroom,PressureSensor,HTC U Play,None,None,patiently1quack10knee1,201.215.235.109,y655amu5rcrrq49n
yfij540,FRE,2021-12-17 19:36,2022-04-27 17:46,Maynooth,Basement,ContactSensor,Oppo R15 Pro,None,None,urgently0nine10songs0,201.215.235.109,no6eaf602ryth0k9
yfij541,PKD,2021-05-18 14:06,2022-05-30 08:44,Leixlip,Garage,LeakSensor,Huawei Nova 5T,None,None,ahead1stingy00honey0,50.109.201.254,a73nl81qp33ij1ia
yfij542,LYC,2022-02-01 12:50,2021-04-22 23:10,Waterford,Familyroom,PositionSensor,HTC Desire VT,None,None,kiddingly1lackadaisical11creator1,201.215.235.109,3v7p8lvfbcpu48r8
yfij543,PXK,2021-03-13 07:56,2021-12-01 16:22,Laytown-Bettystown-Mornington,Backyard,ParticleSensor,Samsung Galaxy A10,None,None,loosely0ablaze00cough0,192.168.0.108,2dyoxu7gvt2edotl
yfij544,SLZ,2022-04-22 03:18,2022-05-18 19:58,Belfast,Garage,VisionAndImaging Sensor,Sony Xperia XZ3,None,None,unnaturally1uttermost01son0,192.168.0.108,c1l1nl7obwvny90q
yfij545,FLF,2021-06-28 14:22,2021-03-24 04:28,Castlebar,Kitchen,MetalSensor,HTC Desire 825,None,None,suspiciously0next01mountain0,201.215.235.109,apneovwjunmfhf6v
yfij546,EZY,2021-09-02 08:39,2022-06-01 17:49,Malahide,#REF!,ElectricalSensor,Sony Xperia 1 II,None,None,rarely1staking00bedroom0,201.215.235.109,4xn1m2vxcu1jet82
yfij547,GWG,2022-02-15 23:07,2021-02-02 01:34,Armagh,Bathroom,LeakSensor,Asus ZenFone Live L1,None,None,fatally1distinct00can0,201.215.235.109,vdd5y58n2ij4zyja
yfij548,BCX,2021-06-19 14:03,2021-10-27 20:12,Bray,Diningroom,ProximitySensor,Oppo Reno4/Pro,None,None,moreover1lethal10clover1,#N/A,3ut45e0b8uq1i0wo
yfij549,KTC,2021-02-06 16:11,2021-07-07 13:53,Newbridge,Diningroom,ContactSensor,Samsung Galaxy S21/+/Ultra,None,None,furiously0ritzy01bucket1,201.215.235.109,rnmazdpc2ds6ypoj
yfij550,PKD,2021-11-05 18:37,2022-03-12 21:20,Cork,GuestRoom,PressureSensor,Oppo F1,None,None,painfully1kind11distribution1,50.109.201.254,x8k2fx39v29xlz2l
yfij551,PXK,2021-09-03 17:59,2021-01-03 08:08,Portadown,Basement,PositionSensor,Asus ZenFone Max Plus M2,None,None,dimly1fluttering10stretch1,192.168.0.108,ut79tod87tkvjybf
yfij552,JNU,2021-06-23 19:20,2021-02-15 00:10,Kilkenny,Basement,PressureSensor,Raspberry Pi3,None,None,likely0entertaining10tiger1,201.215.235.109,msr8qbh88eeuu69g
yfij553,UFF,2022-05-04 07:08,2022-04-28 20:57,Balbriggan,Bedroom,PhotoelectricSensor,Samsung Galaxy S20/+/Ultra,None,None,especially0unwieldy01trick0,192.168.0.108,n336d0kj387ysry3
yfij554,JNU,2021-08-15 01:19,2022-02-23 21:14,Maynooth,Bathroom,ContactSensor,Huawei Nova 7/Pro/SE,None,None,very0volatile00fireman1,201.215.235.109,azlm1vc3jxvdj59f
yfij555,UFF,2021-03-13 20:15,2021-03-05 09:35,Killarney,Basement,ElectricalSensor,Nubia Z17 lite,None,None,primarily0reminiscent00increase0,192.168.0.108,2jtwbnj7sn5f79bp
yfij556,FVC,2022-05-16 17:21,2022-01-13 19:22,Larne,Diningroom,VisionAndImaging Sensor,Honor 6A,None,None,annually1overrated11coal0,201.215.235.109,tel62pqk5l2yjfy3
yfij557,GWG,2022-04-15 18:30,2021-08-08 13:01,Newtownabbey,Kitchen,RadiationSensor,Huawei Nova/Plus,None,None,optimistically1scintillating11horn0,201.215.235.109,q31fts8pmucz3m1v
yfij558,LYC,2022-06-07 12:31,2022-01-18 08:35,Killarney,#REF!,ContactSensor,Huawei Nova 3i/P Smart+,None,None,vivaciously1lavish11hands0,201.215.235.109,p7cudq83woujsfif
yfij559,FRE,2021-11-30 09:46,2021-01-06 18:31,#REF!,Diningroom,LeakSensor,Huawei Nova 5/5i/Pro,None,None,hardly0envious10turkey0,201.215.235.109,ut79tod87tkvjybf
yfij560,JNU,2022-04-21 04:19,2021-10-13 03:11,Omagh,Basement,FlameSensor,Huawei P20,None,None,separately1befitting10recess0,201.215.235.109,71h2hettdsze0ap4
yfij561,JNU,2022-02-12 20:36,2021-08-21 16:52,Carrickfergus,Bedroom,ProximitySensor,Oppo Reno4 SE,None,None,kookily0grotesque10yam1,201.215.235.109,vdd5y58n2ij4zyja
yfij562,HKX,2021-02-11 18:47,2022-02-11 14:11,Malahide,GuestRoom,ContactSensor,Nexus S,None,None,unbearably1broad00discussion0,201.215.235.109,yveso0u9t6nczfyz
yfij563,MCY,2021-05-12 19:56,2021-08-12 14:24,Celbridge,GuestRoom,PositionSensor,Huawei Nova 8 Pro 4G,None,None,happily0brave11part0,201.215.235.109,#REF!
yfij564,GRM,2022-04-22 12:52,2021-03-19 12:31,Enniskillen,GuestRoom,ParticleSensor,Samsung Galaxy Note 8,None,None,slightly0hapless10writer0,201.215.235.109,g18557oab9ncybmc
yfij565,QAR,2021-12-15 13:37,2022-04-24 17:29,Limavady,Basement,VisionAndImaging Sensor,Honor Holly 3,None,None,weekly0ruddy1trip1battle0,192.168.0.108,lrv8gh0n8buombcc
yfij566,HKX,2022-02-23 12:40,2021-06-19 08:51,Limerick,Frontyard,MotionSensor,HTC Desire 626 (USA),None,None,inquisitively1dizzy0permit0kick0,201.215.235.109,73yj6owur5ph8kd8
yfij567,UWS,2021-11-09 19:35,2021-10-10 08:50,Omagh,Bedroom,LeakSensor,Sony Xperia X/Performance,None,None,abnormally1kindly0kill0place1,192.168.0.108,s6jcxnfn8ck7uiyz
yfij568,JNU,2021-10-07 11:45,2021-07-21 04:59,Omagh,#REF!,PhotoelectricSensor,HTC Desire 310,None,None,quizzically0lewd1remove0building0,201.215.235.109,kwvtcvn07oeqno3a
yfij569,HKX,2021-05-05 06:14,2022-01-15 10:41,Laytown-Bettystown-Mornington,Diningroom,TemperatureSensor,Asus ROG Phone II,None,None,mainly1bright0unpack1pigs1,201.215.235.109,h5yr9u52kg7c7y8d
yfij570,PKD,2022-05-05 17:38,2021-07-23 13:35,Limerick,Familyroom,PhotoelectricSensor,Honor 7A,None,None,worriedly0evanescent1admit0egg0,50.109.201.254,t6kozbztucd51of1
yfij571,PKD,2021-08-20 20:52,2022-01-08 07:06,#REF!,Basement,LeakSensor,HTC Tattoo,None,None,evenly1open1beam1clover0,50.109.201.254,4xn1m2vxcu1jet82
yfij572,LYC,2022-05-12 11:09,2021-01-31 16:13,Newtownards,Kitchen,PressureSensor,OnePlus 2,None,None,upright0selective1desert0unit1,201.215.235.109,vdd5y58n2ij4zyja
yfij573,JNU,2021-11-10 19:41,2021-11-02 14:31,Maynooth,Backyard,ElectricalSensor,Samsung Galaxy C7,None,None,heavily0medical1copy1ducks0,201.215.235.109,lx90vfp0fnnxabg4
yfij574,WZP,2021-05-25 11:30,2021-03-19 20:05,Carlow,Garage,PressureSensor,Nokia 3.4,None,None,below1aquatic0accept0connection0,192.168.0.108,ncehkqabojjqj3y7
